Ime,Država,Naziv,Classical ocena,Rapid ocena,Blitz ocena,Leto rojstva,Število iger
" Yousuf Omer, Mahamed ",DJI, CM ,2014,0,1963,1994,16
" Osman Dahir, Mahamed ",DJI, ,1901,0,1801,1987,22
" Abdilahi Salah, Mohamed ",DJI, ,1873,0,1773,1985,14
" Abdallah Houssein , Ali ",DJI, ,1854,0,0,1983,0
 Mahdi Abdi Yousuf ,DJI, ,1804,0,0,1987,15
 Fathi Robleh Chireh ,DJI, ,1779,0,0,1994,9
 Ahmed Abdi Houssein ,DJI, ,1680,0,0,1984,1
 Mohamed Ali Dima ,DJI, ,1658,0,0,1985,79
" HASSAN, Yassin ",DJI, ,1638,0,1635,1980,11
 Mohamed Ali Djama ,DJI, ,1613,0,1662,1985,27
 Ahmed Hassan Abdillahi ,DJI, ,1570,1594,0,1981,29
 Omar Aden Omar ,DJI, ,1552,0,0,1991,0
 Zakaria Ali Absieh ,DJI, ,1550,1471,1534,1994,0
" Elmi Boulaleh, Mohamed ",DJI, ,1494,0,0,,17
" Ismael, Mohamed Goumaneh ",DJI, ,1478,0,0,1983,30
" Adam Bouni, Abdi Rahim ",DJI, ,1458,0,1725,1990,13
 Abdallah Ahmed Mohamed ,DJI, ,0,0,0,1996,0
 Abdoulkader Moussa Ali ,DJI, ,0,0,0,,0
 Abdourahman Charmake Mohamed ,DJI, ,0,0,0,1999,6
 Abdourahman Ismail Ali ,DJI, ,0,0,0,1989,1
 Abdourahman Mohamed Guedi ,DJI, ,0,0,0,1975,0
 Aboubaker Ali Youssouf ,DJI, ,0,0,0,2001,0
 Aden Souleiman Hassan ,DJI, ,0,0,0,1989,0
 Ahmed Mohamed Said ,DJI, ,0,0,0,1992,0
 Ahmed Muhumed Dahir ,DJI, ,0,0,0,1995,3
 Ali Aboubaker Houmed ,DJI, ,0,0,0,2003,0
 Ali Ibrahim Ali ,DJI, ,0,0,0,1977,9
" Ali, Habib ",DJI, ,0,0,0,1980,15
 Amin Youssouf Abdillahi ,DJI, ,0,0,0,1998,0
 Anissa Abdallah Mahamoud ,DJI, ,0,0,0,1988,0
 Aptidon Saad Ali ,DJI, ,0,0,0,1998,0
 Askar Abdi Moussa ,DJI, ,0,0,0,2002,0
 Asma Isman Mahamoud ,DJI, ,0,0,0,1996,0
 Assia Hassan Mahamoud ,DJI, ,0,0,0,1997,0
 Barkadleh Hassan Abdillahi ,DJI, ,0,0,0,,0
" Daher, Moustapha Mohamed ",DJI, ,0,0,0,1968,0
 Dahir Abdourahman Youssouf ,DJI, ,0,0,0,1981,0
 Dahir Ahmed Mohamoud ,DJI, ,0,0,0,2001,0
 Djohara Djama Djobril ,DJI, ,0,0,0,1983,1
" Elmi, Ramha Mohamed ",DJI, ,0,0,0,2001,0
 Gadid Mohamed Ahmed ,DJI, ,0,0,0,1992,0
 Hamza Aboubaker Hassan ,DJI, ,0,0,0,2005,12
 Hamza Osman Ilmi ,DJI, ,0,0,0,2002,5
 Hamza Osman Waberi ,DJI, ,0,0,0,1998,0
 Hana Abdallah Hassan ,DJI, ,0,0,0,1991,0
" Hasnaa, Mohamed Direh ",DJI, ,0,0,0,2000,12
 Hassan Ahmed Youssouf ,DJI, ,0,0,0,1991,3
 Hassan Mohamed Daher ,DJI, ,0,0,0,1970,0
 Houssein Ali Houssein ,DJI, ,0,0,0,2000,4
 Houssein Mohamed Nour ,DJI, ,0,0,0,2000,4
" Houssein, Mohamed Bilal ",DJI, ,0,0,0,2002,0
 Ibrahim Abdillahi Bahdon ,DJI, ,0,0,0,1983,0
 Idil Sougueh Arab ,DJI, ,0,0,0,1988,0
 Idris Ahmed Hamadou ,DJI, ,0,0,0,1987,4
 Johara Mohamoud Elmi ,DJI, ,0,0,0,1998,3
 Kadir Ali Hassan ,DJI, ,0,0,0,,0
 Kadra Abdallah Hassan ,DJI, ,0,0,0,1997,0
 Mahad Farah Ali ,DJI, ,0,0,0,1989,2
 Mahad Yonis Hassan ,DJI, ,0,0,0,1997,1
 Mahamoud Harbi Moussa ,DJI, ,0,0,0,1999,2
 Mead Hassan Ali ,DJI, ,0,0,0,2002,0
 Mohamed Abdinour Ali ,DJI, ,0,0,0,1999,0
 Mohamed Abdourahman Ahmed ,DJI, ,0,0,0,1993,0
 Mohamed Ali Goumaneh ,DJI, ,0,0,0,1971,7
 Mohamed Hassan Daher ,DJI, ,0,0,0,2002,6
 Mohamed Youssouf Mohamed ,DJI, ,0,0,0,,0
" Mohamed, Hassan DJI ",DJI, ,0,0,0,,0
" Mostafa , Omar ",DJI, ,0,0,0,1990,0
 Moursal Hassan Hachi ,DJI, ,0,0,0,1991,0
 Moushab Elmi Aden ,DJI, ,0,0,0,2002,1
 Moustapha Omar Hared ,DJI, ,0,0,0,1990,0
 Nasser Youssouf Mahamoud ,DJI, ,0,0,0,1986,0
 Nasteho Abdi Aden ,DJI, ,0,0,0,1989,1
 Nour Farhan Nour ,DJI, ,0,0,0,2001,5
 Radwan Ahmed Hassan ,DJI, ,0,0,0,2001,2
 Rahima Abdi Hassan ,DJI, ,0,0,0,1988,0
 Ramla Mohamed Elmi ,DJI, ,0,0,0,2004,12
 Sabri Salah Ibrahim ,DJI, ,0,0,0,1999,5
 Sagual Ismail Hassan ,DJI, ,0,0,0,2003,14
 Saida Mohamed Djama ,DJI, ,0,0,0,1985,0
 SALEH ALI DIMBIO ,DJI, ,0,0,0,1985,0
 Samia Ali Said ,DJI, ,0,0,0,1986,1
 Saredo Elmi Waberi ,DJI, ,0,0,0,2004,15
 Sirad Mahamoud Dirieh ,DJI, ,0,0,0,1972,0
 Souber Ahmed Mohmed ,DJI, ,0,0,0,2000,3
 Souhe Abdillahi Waberi ,DJI, ,0,0,0,2001,0
 Zahra Mohamed Hassan ,DJI, ,0,0,0,1973,3
" Liao, Yuan Eu ",DOM, IM ,2425,0,0,1963,86
" Munoz Santana, Jose Lisandro ",DOM, IM ,2407,0,2468,1986,247
" Mateo, Ramon ",DOM, GM ,2396,0,2408,1958,684
" Abreu, Jorge D. ",DOM, IM ,2381,0,0,1958,68
" Hernandez Sevillano, Gustavo Rafael ",DOM, IM ,2348,0,0,1970,0
" Abreu Jean, Carlos Paul ",DOM, FM ,2333,2259,2300,1990,314
" Puntier Andujar, William Staling ",DOM, FM ,2325,2306,2231,1972,134
" Delgado, Alberto ",DOM, FM ,2310,0,0,1952,127
" Araujo Sanchez, Josue ",DOM, IM ,2306,2246,2416,2001,753
" Perez Nivar, Marco Tulio ",DOM, ,2295,0,0,,56
" Ortiz Pimentel, Olson Ivar ",DOM, FM ,2294,0,2194,1977,24
" Mazara Ruiz, Adan Manuel ",DOM, FM ,2293,0,2239,1976,77
" Pinal Borges, Nelson ",DOM, IM ,2285,0,2374,1955,225
" Juliao, Cesar ",DOM, ,2280,0,0,,22
" Fernandez Paulino, Francis M. ",DOM, FM ,2273,0,2237,1976,90
" Gonzales, Eliseo ",DOM, ,2265,0,0,,124
" Infante Guerrero, Miguel Antonio ",DOM, FM ,2251,0,2392,1985,134
" Guzman, Christopher ",DOM, FM ,2250,2150,2281,1989,428
" Hernandez Sanchez, Elvis De La Caridad ",DOM, FM ,2243,2271,0,1981,19
" Michelen Rodriguez, Victor Isaac ",DOM, CM ,2239,0,2241,1986,87
" Carrion, Marcelo ",DOM, FM ,2219,0,0,1956,80
" Delgado Malagon, Juan Carlos ",DOM, CM ,2211,0,0,1959,9
" Alvarado Sepulveda, Nelson Damian ",DOM, FM ,2206,0,2185,1967,150
" Rodriguez, Jose M. ",DOM, ,2200,0,0,,0
" Rodriguez Nunez, Jose Altagracia ",DOM, ,2197,0,2128,1969,149
" Camacho Campusano, David Daniel ",DOM, FM ,2196,2225,2215,1993,208
" Polanco Nunez, Yoel Estarling ",DOM, FM ,2195,0,2132,1986,259
" Nieto Rodriguez, Alejandro ",DOM, FM ,2186,0,2086,2000,121
" Ferrera, Jose ",DOM, ,2180,0,2180,1972,14
" Jaquez, Juan Manuel ",DOM, CM ,2180,2183,2155,1963,281
" Eusebio Perez, Hector Eduardo ",DOM, ,2173,0,2225,1987,109
" Fernandez, Marino ",DOM, FM ,2167,0,0,1966,579
" Mendez Ramirez, Victor ",DOM, FM ,2166,0,2149,1998,182
" Belliard Alonzo, Luis Manuel ",DOM, ,2157,0,0,1946,202
" Jimenez Jimenez, Leandro ",DOM, FM ,2157,0,2263,1998,145
" Dominguez, Jose Manuel ",DOM, IM ,2151,0,2234,1963,410
" Martinez Castillo, Julio Antonio ",DOM, CM ,2149,0,2135,1984,76
" Sanchez Vargas, Edward Tancredo ",DOM, ,2147,0,2174,1969,32
" Montes De Oca Valerio, Alexis ",DOM, CM ,2146,0,2133,1977,41
" Jaquez Adames, Roman ",DOM, ,2145,0,2083,1962,7
" Mesa Cruz, Juan Carlos ",DOM, CM ,2145,0,2119,2003,213
" Belliard, Hector Julian ",DOM, ,2144,0,2108,1948,10
" Mendez, Ruddy Antonio ",DOM, CM ,2144,2066,2161,1986,263
" Ramirez Reyes, Braulio Fernando ",DOM, FM ,2142,2114,2142,1980,96
" Rojas Sanchez, Randy Omar ",DOM, ,2140,0,2075,1983,2
" Arvelo Leo, Gian Carlo ",DOM, FM ,2133,2075,2109,1988,259
" Ferreira Fernandez, Sergio ",DOM, ,2133,0,0,1994,99
" Crispin Ferreras, Darvi Abraham ",DOM, CM ,2131,2103,2106,1993,308
" Benitez Pacheco, Alejandro ",DOM, ,2126,2193,2118,1968,39
" Potentini Adames, Salvador I. ",DOM, ,2126,0,2052,1963,8
" Duarte Diaz, Martire ",DOM, ,2125,0,2187,1983,46
" Garcia Matos, Reinaldo Alexis ",DOM, ,2124,2078,2028,1990,59
" Lewis, James E. ",DOM, ,2120,0,0,1961,336
" Santos Valdez, Genesis Rafael ",DOM, ,2116,0,2150,1965,16
" Fuentes Tejeda, Carlos Manuel ",DOM, ,2109,0,2035,1981,15
" Sanchez Castillo, Jose Rafael ",DOM, ,2109,0,2209,1988,91
" Garcia, Enmanuel ",DOM, ,2106,0,0,,0
" Castillo Garcia, Josue Natanael ",DOM, CM ,2104,2135,2232,1984,28
" Campusano Espinosa, Zoilo Nelson ",DOM, ,2103,0,2003,1958,114
" Lugo Matos, Richards Reynier ",DOM, CM ,2103,2041,2141,1988,163
" Tineo Bautista, Federico Antonio ",DOM, ,2101,0,2025,1968,43
" Flaquer Eusebio, Luis Maria ",DOM, FM ,2099,2252,2288,1986,93
" Yepez, Francisco ",DOM, ,2098,0,2064,1975,2
" Gomez Pena, Jose Ramon ",DOM, ,2097,2128,2113,1957,211
" Jimenez, Maykol Yefri ",DOM, ,2097,2056,2150,1992,30
" Pena Perez, Luis Eduardo ",DOM, ,2097,0,2009,1992,119
" De Jesus Rosa, Michel ",DOM, ,2096,1996,2113,1984,84
" Dominguez, Benjamin ",DOM, ,2095,0,1990,1960,10
" Cruz Ferreras, Julio Angel ",DOM, ,2094,2119,1962,1967,0
" Marte Corripio, Frank Manuel ",DOM, ,2093,0,2171,1976,10
" Estevez Polanco, Leonardo Rafael ",DOM, FM ,2092,2109,2087,1981,100
" Brito Nunez, Miguel Andres ",DOM, ,2091,0,2057,1984,11
" Rodriguez Blanco, Manuel A. ",DOM, ,2090,1973,1990,1971,0
" Castillo Rivera, Nelson Javier ",DOM, ,2088,2063,2138,1992,64
" Pichardo, Agustin ",DOM, ,2087,0,0,1965,9
" Tavarez Rodriguez, Malfio Joel ",DOM, ,2078,2079,2077,1988,9
" Olivo Espinal, Lewis Abel ",DOM, ,2077,2063,0,1966,10
" Adames, Augusto Antonio ",DOM, ,2075,0,2054,1963,4
" Alegria, Abel ",DOM, ,2075,0,0,1957,8
" Aquino Ortiz, Luis Manuel ",DOM, ,2073,0,0,1973,8
" Matos, Nestor ",DOM, ,2073,0,2082,1983,0
" Del Rosario Romero, Rander Betray ",DOM, ,2072,0,1972,1988,10
" Subervi, Jonathan Sigfredo ",DOM, FM ,2070,2196,2235,1980,15
" Coplin, Jose ",DOM, ,2069,0,2128,,63
" Mesa Mejia, Teofilo ",DOM, ,2068,0,2087,1971,126
" De los Santos Nunez, Eddy ",DOM, ,2063,2098,2124,1971,243
" Torres, Yelfry ",DOM, ,2061,0,2204,1987,31
" Fajardo Sabas, Felix Antonio ",DOM, ,2060,0,0,1953,18
" Ramirez Carrasco, Carlos Enrique ",DOM, ,2059,0,2060,1981,41
" Perez, Melvin ",DOM, ,2058,0,0,1985,12
" Pena Ramirez, Ambiorix ",DOM, ,2056,2021,1971,1987,26
" Lugo Sanchez, Maximo ",DOM, ,2055,0,2052,1962,76
" Mendez Reyes, David Antonio ",DOM, ,2055,0,2000,1969,57
" Alvarez Efres, Franklin Rafael ",DOM, ,2052,0,0,1956,168
" De Oleo Montero, Aquiles ",DOM, ,2052,0,1968,1969,3
" Barjan Pinedo, Jose Antonio ",DOM, CM ,2050,0,1979,1961,138
" De La Cruz Nina, Mercedes Cristina ",DOM, WFM ,2048,0,0,1982,74
" Polanco Alcantara, Mario Alexander ",DOM, CM ,2045,2056,2080,1984,48
" Feliz Dotel, Dewar Bienvenido ",DOM, CM ,2044,2013,2036,1986,107
" Cabrera Matias, Melvis Osvaldo ",DOM, ,2043,0,0,1985,0
" Herasme Medina, Euripides ",DOM, ,2042,0,2076,1970,0
" Jorge, Alberto ",DOM, CM ,2042,2041,2012,1985,94
" Diaz, Orifiel ",DOM, ,2039,0,2030,,0
" Orizondo, Hugo ",DOM, ,2039,0,1979,1955,134
" Del Rosario Moreno, Carlos ",DOM, ,2038,2043,2078,1982,184
" Rodriguez Franco, Carlos Manuel ",DOM, CM ,2038,0,1939,1983,31
" Garcia Vasquez, Starlyn Javier ",DOM, ,2037,0,2029,1989,0
" Lorenzo De Los Santos, Luis L. ",DOM, FM ,2037,0,2141,1981,0
" Alcantara, Ray ",DOM, ,2036,0,2063,1967,11
" Reynoso Henriquez, Juan Bautista ",DOM, ,2036,0,2059,1979,85
" Reyes Capellan, Elby ",DOM, ,2035,0,1994,1993,146
" Cuello, Guillermo ",DOM, ,2034,0,2022,1974,0
" Pena, Flavio ",DOM, ,2033,0,0,,4
" Puntier Andujar, Fausto Jiovanny ",DOM, ,2033,0,2155,1969,147
" Roa Medrano, Alexis Yovanny ",DOM, ,2033,0,2036,1975,5
" De La Cruz, Juan Carlos ",DOM, ,2032,0,0,1979,1
" Gonzalez, Jose Luis ",DOM, ,2028,0,0,1958,6
" Reyes Perez, Eury Luis ",DOM, ,2028,0,1992,1994,35
" Rodriguez Cabral, Antmel ",DOM, ,2028,0,1928,1991,7
" Angeles Nunez, Alberto ",DOM, ,2027,0,0,1971,4
" Tejera Delmonte, Jose Sebastian ",DOM, ,2027,0,0,1970,27
" Espinal, Gabriel ",DOM, ,2026,0,0,1985,8
" Montero Montero, Alexandro ",DOM, ,2026,0,1972,1997,41
" Perez, Eneida ",DOM, WFM ,2025,0,0,1964,182
" Marquez Moya, Eddy ",DOM, ,2024,2007,1966,1957,6
" Jimenez Martinez, Dario Alberto ",DOM, ,2019,0,2006,1978,43
" Moreta Matta, Amaury ",DOM, ,2018,0,2005,1981,6
" Taveras Infante, Tirso Roldan ",DOM, ,2018,2002,1970,1961,15
" Gonzalez Brens, Manuel Jose Andres ",DOM, ,2017,0,0,1992,13
" Brito Rondon, Enmanuel De Jesus ",DOM, ,2016,1953,2063,1990,152
" Castillo Rosa, Kelvin Santiago ",DOM, CM ,2014,2074,1944,1968,1
" Santos, Cristian ",DOM, ,2014,0,1990,1985,0
" Segura Encarnacion, Ronald Eliesel ",DOM, ,2013,0,1863,1991,29
" Diaz Zapata, Edgar ",DOM, ,2012,0,0,2000,0
" Ortiz Pascual, Nelson ",DOM, ,2012,0,2009,1982,41
" De Leon Alcantara, Jose Manuel ",DOM, ,2011,0,1967,1963,5
" Beevers, Victor ",DOM, ,2007,0,0,1988,0
" Zorrilla Jimenez, Wilber Edwin ",DOM, ,2007,2074,2096,1990,84
" Bourdierd, Luis ",DOM, ,2006,2047,2021,1987,2
" Bueno, Hugo Felipe ",DOM, ,2006,0,0,1992,0
" Baez, Sayonara ",DOM, ,2005,0,0,1964,11
" Figueroa, Juan ",DOM, ,2005,0,0,,38
" Briones, Ruben ",DOM, ,2003,0,0,1994,14
" Pena Felix, Gustavo Adolfo ",DOM, ,2003,0,0,1933,95
" Alcantara Matos, Digno Jose ",DOM, ,2002,0,0,1968,4
" Castillo Ortiz, Nelson Ambrioso ",DOM, ,2002,2028,1960,1964,18
" Metz Souffront, Francisco Hipolito ",DOM, ,2002,2107,2051,1968,49
" Mercado, Ramon ",DOM, ,2000,0,1996,1957,21
" Sosa Castillo, Tomas ",DOM, ,2000,0,2042,1980,25
" Sanchez de la Cruz, Juan Gradimir ",DOM, ,1999,0,2012,1988,10
" Irrizarri Dionicio, Kelvin Arturo ",DOM, ,1998,0,2033,1986,0
" Jose Polanco, Keyla ",DOM, ,1993,0,0,1986,17
" Hernandez Terrero, Daniel Alberto ",DOM, ,1991,1994,1960,1985,5
" Reyes Gonzalez, Joel Kennedy ",DOM, ,1990,0,1933,1998,1
" Guerrero Taveras, Humberto ",DOM, ,1989,0,0,1994,3
" Diaz Garcia, Roberto ",DOM, ,1988,0,1908,1978,81
" De La Rosa Brito, Willi ",DOM, ,1987,0,2024,1989,63
" Cuello Perez, Richar Orlando ",DOM, ,1985,0,0,1965,4
" Lazala Casso, Cesar Alfonso ",DOM, ,1983,0,1874,1996,28
" Cedeno De La Rosa, Adolfo ",DOM, ,1982,0,1882,1958,8
" Garcia, Domingo Arberto ",DOM, ,1982,1937,1916,1983,1
" Feliz Novas, Samuel ",DOM, ,1981,0,2003,1994,27
" Garcia Cruz, Hector Osiris ",DOM, ,1979,0,1981,1986,34
" Gonzalez Daguendo, Federico Eduardo ",DOM, ,1978,0,2002,1972,20
" Rodriguez, Starling Jesus ",DOM, ,1978,0,1979,1982,7
" Feliciano, Norge Luis ",DOM, ,1977,0,1908,1987,3
" Gil Lauriano, Saury ",DOM, ,1975,0,2038,1982,31
" Guzman, Polonia ",DOM, ,1975,0,0,,33
" Pena Arno, Daniel Isaias ",DOM, ,1974,0,1931,1985,2
" Holguin, Erick ",DOM, CM ,1973,0,2075,1985,2
" Ruiz Pimentel, Oscar De Jesus ",DOM, ,1972,0,0,1981,2
" Marte Guzman, Eddy Rafael ",DOM, ,1971,0,0,1967,6
" Morillo Monegro, Charvel ",DOM, ,1971,0,1871,1979,0
" Salcedo Alcantara, Dariel ",DOM, ,1971,0,0,1997,0
" Lopez, Damian ",DOM, ,1969,0,1982,1973,26
" Reyes, Waldwin ",DOM, ,1969,0,0,1986,1
" Sosa, Jonathan ",DOM, ,1968,2023,1997,1988,22
" Uvina Caba, Franyely Enrique ",DOM, ,1968,0,2050,1991,2
" Del Rosario Batista, Nobel Oscar ",DOM, CM ,1967,0,2038,1980,13
" Polanco Duran, Pedro Julio ",DOM, ,1967,0,1985,1989,0
" Tineo Rodriguez, Brian Jeremiah ",DOM, ,1967,0,2005,2001,69
" Beevers, Luis ",DOM, ,1966,0,1997,1987,0
" Franco Rodriguez, Andres Avelino ",DOM, ,1966,1963,1973,1973,129
" Newman Caceres, Reynaldo Adolfo ",DOM, ,1965,0,1954,1995,4
" Tavarez Rodriguez, Juan Tomas ",DOM, ,1965,0,1913,1957,0
" Soto Lora, Jose Santiago ",DOM, ,1964,0,1919,1965,143
" Valdespina Agramonte, Anthony Joasin ",DOM, ,1963,0,0,1996,27
" Ricart Guzman, Amel Anibal ",DOM, ,1962,0,1988,1997,0
" Blanco, Nahury ",DOM, ,1961,0,0,,0
" Inoa, Adalberto ",DOM, ,1959,0,0,,0
" Roa, Pedro Gregorio ",DOM, ,1957,0,0,1966,4
" Argomaniz, Francis ",DOM, ,1956,0,0,1948,0
" Ferreras Reyes, Oscar Halbey ",DOM, ,1956,2052,1963,1987,9
" Moscoso Silva, Carlos Antonio ",DOM, CM ,1955,2031,1924,1960,98
" Frias Hidalgo, Miguel Angel ",DOM, ,1954,0,0,1985,0
" Peralta, Juan Luis ",DOM, ,1954,0,1854,1968,5
" Rodriguez Garcia, Eduardo Manuel ",DOM, ,1951,0,0,1988,45
" Canela Vasquez, Miguel William ",DOM, ,1949,0,1974,1987,27
" Abreu De Leon, Francisco Jose ",DOM, ,1948,0,1964,1988,3
" Aybar Reyes, Eladio Alberto ",DOM, ,1946,0,1863,,18
" Gil Bonilla, Eritoniel ",DOM, ,1946,0,0,1990,0
" Castillo Bautista, Norman ",DOM, ,1942,0,1875,1977,0
" Escano Dionicio, Porfirio Simeon ",DOM, ,1942,0,1968,1962,28
" Brioso Polanco, Manuel De Jesus ",DOM, ,1941,0,1973,1978,3
" Fulgencio Astacio, Pedro R. ",DOM, ,1941,0,1957,1986,19
" Washington Martinez, Avalon Alfonso ",DOM, ,1941,0,2107,1990,11
" Mercado Pujols, Domingo ",DOM, ,1940,0,0,1979,14
" Valoy Castillo, Porfirio ",DOM, ,1940,0,1929,1970,42
" Vasquez, Sterling ",DOM, ,1940,0,1902,2000,0
" Hernandez Rodriguez, Genesis ",DOM, ,1939,0,2001,1991,4
" Jimenez Blanco, Diomedes Patricio ",DOM, ,1938,0,0,1954,9
" Reyes Acevedo, Ismael ",DOM, ,1938,2083,2039,1961,55
" Holguin Velazquez, Rene Oscar ",DOM, ,1937,0,0,1991,5
" Vasquez Sanchez, Antonio ",DOM, ,1937,0,0,1986,113
" Moncion Ventura, Angel Luis ",DOM, ,1935,1835,1869,1987,36
" Sosa Moran, Anthony Marc ",DOM, ,1933,1882,1853,2000,26
" Tolentino Mercedes, Argenis Johan ",DOM, ,1933,0,1833,1984,0
" Torres Castro, Diomedes Cristino ",DOM, ,1932,0,1908,1955,13
" Pena, Aliberto ",DOM, ,1931,0,1925,1986,0
" King Soriano, Misael ",DOM, ,1929,0,1971,1972,31
" Ferreras Cruz, Sergio A. ",DOM, ,1928,2127,1949,1960,10
" Arias Diaz, Ernesto Antonio ",DOM, ,1927,0,1881,1986,166
" Rymer Paulino, Dominic Wilfredo ",DOM, ,1924,0,1948,1987,53
" Lopez Mora, Alexander ",DOM, ,1922,0,1959,1980,0
" Paulino Garcia, Wilfredo Antonio ",DOM, ,1922,0,1903,1959,23
" Rodriguez Mejia, Eddy Gabriel ",DOM, ,1921,0,1945,1997,80
" De La Cruz Almanzar, Juan Manuel ",DOM, ,1920,0,1968,1970,0
" Flete Ynoa, Julian Alberto ",DOM, ,1920,0,1996,1983,70
" Peguero, Luciano ",DOM, ,1918,0,1908,1954,0
" Rodriguez Pena, Carlos Moises ",DOM, ,1916,0,1821,,23
" Dominguez Brito, Pedro ",DOM, ,1915,0,0,1964,12
" Fernandez Concepcion, Rafael Antonio ",DOM, ,1915,0,1934,1990,3
" Rodriguez, Aridio ",DOM, ,1915,0,0,,4
" Perez Polanco, Lewis Omar ",DOM, CM ,1914,0,1863,1971,52
" Suarez Antonio, Leonel ",DOM, ,1914,0,0,1984,0
" Velez Espiritusantos, Brunildo Eugenio ",DOM, FM ,1914,0,2032,1956,131
" Acosta Rodriguez, Ruben Dario ",DOM, ,1913,0,1892,1967,5
" Almanzar Flores, Pedro Manuel ",DOM, ,1912,0,1812,1966,0
" Caraballo Del Rosario, Abraham Ernesto ",DOM, ,1911,0,1864,1989,5
" Medina Guzman, Braulio Silvestre ",DOM, ,1911,0,1860,1985,36
" Rosario Crisostomo, Edison J. ",DOM, ,1909,0,1957,,1
" Sena, Juan ",DOM, ,1909,2142,2178,1961,102
" Soriano Paulino, Junior Emmanuel ",DOM, ,1908,0,1844,1998,11
" Jimenez Luciano, Alexis ",DOM, ,1907,0,1846,1970,11
" Ramirez Paniagua, Luis Enrique ",DOM, ,1907,0,1808,1987,48
" Diaz Valdez, Eugenio Daniel ",DOM, ,1906,0,1879,1988,58
" Duran Lantigua, Enrique Alfredo ",DOM, ,1906,0,1806,1993,38
" Cabrera Grullon, Felix Francis ",DOM, ,1905,0,1959,1980,7
 Beltre Diaz Omir Olanex ,DOM, ,1904,0,0,1990,5
" Paulino Rijo, Luis Alejandro ",DOM, ,1904,0,1845,1997,23
" Salomon Cortorreal, Jose Chajil ",DOM, ,1904,0,2087,1966,44
" Martinez Morel, Arismendy ",DOM, ,1902,0,1925,1980,6
" Jimenez Lapaix, Jose Nicolas ",DOM, ,1901,1976,1907,1978,17
" Lopez Cruz, Sammy Aris ",DOM, ,1901,0,0,1987,0
" Menendez Mendez, Ariel ",DOM, ,1901,1959,1977,1990,44
" Payero Estrella, Christopher ",DOM, ,1901,0,1801,2003,0
" Rodriguez, Franyeline Antonio ",DOM, ,1901,0,1906,1985,29
" Duran Romero, Johnny Ismael ",DOM, ,1900,0,0,1957,0
" Montes de Oca Martinez, Jose Eduardo ",DOM, ,1900,0,0,1976,33
" Plata Nelson, Roberto Marino ",DOM, ,1900,0,1958,1956,94
" Roa Rojas, Romulo Ruddy ",DOM, ,1899,0,1892,1988,6
" Bencosme Vargas, Jose Luis ",DOM, ,1898,0,1919,1982,4
" Veras De Jesus, Randolf ",DOM, ,1896,1838,0,1991,7
" Acosta, Andres ",DOM, ,1895,0,1905,1974,27
" De Jesus, Elias ",DOM, ,1895,0,1924,1975,10
" Mendoza, Yunior Jose ",DOM, ,1895,0,1849,1965,0
" Fabian Brioso, Carlos Julio ",DOM, ,1893,0,2017,1985,42
" Perez Feliz, Josue Enrique ",DOM, ,1893,0,1820,1997,88
" Puello, Pedro E. ",DOM, ,1893,0,0,1990,0
" Pacheco Marte, Sergio Andres ",DOM, ,1892,0,1852,2000,86
" Estrella Gomez, Jose Ormandy ",DOM, ,1889,1900,1771,1962,3
" Perez Guzman, Still ",DOM, ,1889,1918,1919,1985,3
" Gutierrez Morel, Rafael A ",DOM, ,1888,0,0,1966,6
" Castillo Vasquez, Adgart Miguel ",DOM, ,1887,1958,1957,1986,127
" Gonzalez, Pablo Jose ",DOM, ,1887,1899,0,1990,0
" Montero James, Romulo Enmanuel ",DOM, ,1887,0,0,1994,15
" Duran Moya, Joel Aneudy ",DOM, ,1884,0,1869,1980,62
" Martinez, Bienvenido Augusto ",DOM, ,1884,0,1884,1956,15
" Rosario Solorin, Carlos Jose ",DOM, ,1883,0,1864,1994,2
" Sanchez Puente, Carlos Johan ",DOM, ,1883,1911,1978,1980,39
" Hernandez Morel, Romel Antonio ",DOM, ,1882,0,1952,1991,7
" Lopez Mallen, Neudys Enmanuel ",DOM, ,1882,0,1868,1994,4
" Espiritu, Victor Manuel ",DOM, ,1880,0,0,1968,0
" Moore Guzman, Fernando Augusto ",DOM, ,1880,0,0,1953,85
" Batlle Ysa, Rafael Jorge ",DOM, ,1879,0,1895,1980,109
" Alvarez Leger, Angel Maria ",DOM, ,1878,0,0,1948,15
" Peralta Moore, Juan Antonio ",DOM, ,1878,0,2001,1972,21
" Alvarez German, Leander ",DOM, ,1877,0,1743,1999,8
" Beltre Diaz, Omir Olanex ",DOM, ,1877,0,0,1990,18
" De Los Santos Abad, Bryan ",DOM, ,1876,1776,0,1991,2
" Ortiz, Junior Renato ",DOM, ,1876,0,1776,1993,48
" Rosario Cordero, Anderson ",DOM, ,1874,0,1834,1991,2
" Castillo Marte, Antonio ",DOM, ,1873,0,1857,1983,37
" Mendez, Jolfran ",DOM, ,1872,0,1877,,0
" Rosario Almanzar, Raydily ",DOM, ,1872,0,1840,1998,162
" Salcedo, Jose Miguel ",DOM, ,1871,0,1864,1983,7
" Salcie, Francisco ",DOM, ,1871,0,1953,1962,20
" Perez Estevez, Bartolo ",DOM, ,1870,0,1854,1975,2
" Berroa, Alvin ",DOM, ,1868,0,0,1997,0
" Castillo Cid, Gabriel ",DOM, ,1868,0,1859,1990,3
" Arias, William Alfredo ",DOM, CM ,1867,0,1964,1968,94
